job_id,title,company,location,description,source,job_uid,dedup_key,skills_extracted,match_score
205WRWD,alternance - data management (h/f),compagnie de saint-gobain,92 - nanterre,"pourquoi a-t-on besoin de vous? vos missions : sous la responsabilité de votre tuteur, vous aurez pour mission de : mettre en place l'entretien de l'outil de gestion des données de cloud services: accréditations, paramétrage, tableaux de bord, contrôle de la mise à jour des rapports, gestion de l'obsolescence, faciliter l'adoption de l'outil par les utilisateurs en proposant des tutoriels, fiches utilisateur, ou des animations auprès de la communauté cloud services. accompagner les managers cloud services dans le cadrage, la conception et la spécification de tableaux de bord les principaux projets sur lesquelles vous serez amené à contribuer sur 2024-2026 sont : amélioration des rapports existants de l'équipe cloud services importées dans la base, mise en place d'un journal de bord de l'activité sur la bi, et du contrôle des données. modélisation, réalisation de nouveaux kpi et de tableaux de bord pour les différents rôles du département. ce poste est-il fait pour vous ? votre profil : formation : en formation bac+5 analyse de l'information ou toute autre formation équivalente, en université ou école ingénieur d'ingénieur avec un profil à forte orientation informatique, numérique ou métiers de la data, niveau de langue : anglais bon niveau écrit et oral compétences techniques : bonne connaissance générale de l'it, connaissances théoriques en gestion de données, compétences comportementales : dynamisme, fiabilité, rigueur, capacité d'analyse, organisation personnelle, bonne communication écrite et orale, être à la fois à l'écoute et force de proposition, envie d'apprendre, ...",france_travail,france_travail_205WRWD,alternance - data management (h/f) | compagnie de saint-gobain | 92 - nanterre,,0
0349203,data analyst de la performance (h/f),olympique lyonnais section foot-ball,69 - rhône,"séquence les matchs, rencontres sportives et sessions d'entrainement afin de produire des statistiques et des montages vidéo pour mesurer objectivement la performance individuelle et collective des sportifs ou groupes de sportifs (placements des joueurs, fautes commises, atouts et faiblesses, etc.) intervient avant, pendant et après le match et les entraînements selon les objectifs visés : préparer une rencontre, faire des choix tactiques, améliorer une stratégie de jeu en cours de match, faire évoluer les programmes d'entrainement à venir, améliorer les aspects techniques et tactiques des équipes et des sportifs dispose de compétences techniques avérées dans la collecte et l'analyse des données et s'appuie sur une compréhension très fine du jeu. est pleinement intégré aux staffs sportifs au même titre que d'autres spécialistes et agit souvent sous la responsabilité du directeur sportif ou du manager/entraîneur principal",france_travail,france_travail_0349203,data analyst de la performance (h/f) | olympique lyonnais section foot-ball | 69 - rhône,,0
0385424,business analyst et data & expérience apprenant -f/h- - apprenti (h/f),non renseigné,34 - montpellier,"notre raison d&#39;être rendre l&#39;éducation accessible à chacun, à chaque étape de la vie, pour préparer aux métiers et aux compétences d'aujourd'hui et de demain. chez studi, la rentrée peut se faire à tout moment de l&#39;année, nous proposons une formation et un poste en alternance ! vous recherchez une aventure académique et professionnelle exaltante ?! prenez part à la révolution digital learning ! nous sommes une entreprise jeune, dynamique, en pleine expansion avec de belles perspectives d&#39;avenir. n&#39;attendez plus, venez nous rencontrer ! nous recherchons un business analyst - data & expérience apprenant (f/h) - apprenti pour rejoindre nos équipes, tout en suivant une formation bachelor product owner data proposée par studi ! vous rejoindrez l'équipe en charge de l&#39;expérience client pour nous aider à mesurer et améliorer le parcours de nos apprenants. votre rôle ? transformer les chiffres en actions concrètes et simplifier le quotidien de l'équipe grâce à la tech (ia, automatisation). au sein de l&#39;équipe, vous serez en charge de : 1. faire parler les chiffres (data & kpis) vous êtes le garant de la qualité de nos données. votre but : que nos indicateurs soient justes et utiles. créer et mettre à jour nos tableaux de bord hebdomadaires. analyser le parcours de nos apprenants (sont-ils assidus ? satisfaits ? vont-ils jusqu'au diplôme ?). vérifier que les données sont correctes et corriger les petites erreurs. 2. booster la performance (analyse & conseil) vous ne vous contentez pas de donner des chiffres, vous proposez des solutions ! réaliser des analyses ciblées pour comprendre ce qui bloque ou ce qui cartonne. proposer des idées concrètes pour améliorer nos façons de travailler. créer des présentations simples et visuelles pour partager tes découvertes. 3. construire les outils de demain (dashboarding) vous simplifiez la vie de l&#39;équipe en automatisant ce qui peut l&#39;être. créer et améliorer nos fichiers de pilotage (excel / google sheets). construire des modèles (templates) et des outils de suivi automatiques. documenter tes méthodes pour que l&#39;équipe soit autonome. 4. explorer l'ia et l'automatisation c&#39;est la partie ""labo"" de votre alternance ! identifier où l&#39;intelligence artificielle peut nous faire gagner du temps. tester et créer des guides pour utiliser des outils comme chatgpt ou gemini (rédaction de prompts, bonnes pratiques). aider à mettre en place de petites automatisations pour supprimer les tâches répétitives. ? titulaire d'un bac+2, vous souhaitez préparer une formation bachelor product owner data (bac+3) en contrat d'apprentissage chez studi. excel n&#39;a aucun secret pour vous. vous êtes passionné(e), curieux(se) et tu fuies la routine. votre organisation, votre adaptabilité et votre flexibilité ainsi que votre capacité à collaborer et communiquer sont des atouts essentiels pour réussir cette mission. vous vous reconnaissez ? nous sommes impatient(e)s de vous rencontrer ! votre aventure chez studi se construira autour de valeurs communes qui font notre richesse : audace : try it! shake it! chez studi nous sommes curieux, nous proposons de nouvelles solutions et sortons de notre zone de confort. energie: go for it! do it! nous donnons le meilleur de nous-même pour avancer. solidarite: share it! nous favorisons la collaboration, l&#39;entraide et la bienveillance. responsabilite: own it! nous assumons une mission qui a du sens : moderniser et démocratiser l'éducation. vous vous reconnaissez ? nous sommes impatient(e)s de vous rencontrer ! et puis studi c&#39;est aussi... télétravail et flex-office selon les métiers ? 5 jours de fermeture rémunérés titres restaurants activités et offres organisées par notre cse prime d&#39;intéressement événements et soirées de superbes nouveaux locaux de m2 avec salle de sport à montpellier petit plus, vous pouvez bénéficier au cours de votre carrière de contenus de formation studi! lieu: montpellier type de contrat : alternance / contrat d&#39;apprentissage durée du contrat : 18 mois à 2 ans rémunération sur la base des dispositions légales. tous nos postes sont ouverts a",france_travail,france_travail_0385424,business analyst et data & expérience apprenant -f/h- - apprenti (h/f) | non renseigné | 34 - montpellier,excel,0
0387847,ingénieur production / data analyst / amélioration continue (f/h) - alternance - beychac et caillau (h/f),non renseigné,33 - beychac-et-caillau,"le saviez-vous ? créateur de l'hypermarché, carrefour reste fidèle à ses racines tout en se réinventant pour permettre à chacun de mieux manger : plus sain, plus local, plus responsable. leader mondial de la distribution, nous sommes engagés pour la diversité, la rse et la transformation digitale, tout en créant un environnement de travail inclusif et stimulant. nos atouts pour y parvenir ? un réseau multi format, multi métiers avec des collaborateurs passionnés, qui s'engagent, pour réussir la transition alimentaire pour tous carrefour recherche pour la maison johanès boubée un : apprenti ingénieur production / data analyst / amélioration continue (f/h) - alternance contexte : filière vin du groupe carrefour, la maison johanès boubée (mjb) est un acteur majeur du négoce de vin en france. maison johanès boubée réalise, à partir de ses 6 établissements, toutes les prestations liées aux métiers du vin depuis le sourcing jusqu'à la livraison des magasins du groupe en passant par l'embouteillage et le négoce. vos missions : en tant que stagiaire / alternant(e), vous pilotez le déploiement des briques lean management (tpm, smed) sur le site et contribuez à l'amélioration continue de la production. 1. project management maintenir le planning du projet à jour.assurer la communication du projet pour faciliter l'adhésion des équipes.suivre les kpi de déploiement et performance.mener des réunions régulières avec la qualité et la production pour identifier et résoudre les points bloquants. 2. standardisation & déploiement tpm identifier les machines pour les phases de test.standardiser la tpm sur le site.déployer la solution tpm sur les lignes de production. 3. formation & gestion du changementpiloter les phases de test avec les équipes.former les utilisateurs (opérateurs et managers) avant la mise en service.assurer la bonne appropriation des nouvelles méthodes par les équipes. 4. smed analyser les temps de changement de format / of.identifier les causes impactant la productivité.proposer et suivre des actions correctives pour réduire les temps morts. votre profil : étudiant bac+5 visant un diplôme d'ingénieur avec spécialité génie industriel, production ou amélioration continue.capacité à piloter un projet, à travailler en équipe et à communiquer efficacement.autonomie, rigueur et esprit d'analyse.ouverture aux outils lean et méthodes de production industrielle informations complémentaires : lieu : beychac et caillauavantages : ticket restaurant, prime de transport et 13ème mois.date de début : septembre contrat : alternancedurée : 24 mois chez carrefour, nous avons à cœur de ne passer à côté d'aucun talent et sommes fiers de compter des équipes représentatives de la société dans son ensemble. nous encourageons ainsi tous types de profils à postuler à cette offre et garantissons un processus de recrutement dénué de toutes formes de discriminations.",france_travail,france_travail_0387847,ingénieur production / data analyst / amélioration continue (f/h) - alternance - beychac et caillau (h/f) | non renseigné | 33 - beychac-et-caillau,,0
203ZSRB,data engineer pole bi (h/f),opteven assurances,69 - villeurbanne,"rattaché directement au responsable data, le/la data engineer bi accompagne les directions métiers et les différents services en fournissant des données fiables et exploitables, grâce à une vision transverse et globale des données de l'entreprise. le/la data engineer bi est responsable de la conception, du déploiement et de la maintenance des solutions de mise à disposition de données destinées aux clients et aux équipes métiers d'opteven. il/elle garantit la disponibilité, la qualité et l'évolution cohérente des données de l'entreprise dans le respect des objectifs stratégiques. ainsi vous, concevez et mettez en place l'architecture data maintenez en condition opérationnelle les systèmes en place assurez la qualité, la fiabilité et la cartographie des données mises à disposition collaborer et accompagner les métiers en analysant et formalisant les besoins des utilisateurs métiers définissez et implémentez les flux de données d'alimentation des systèmes (ods, dwh, datamart) à l'aide des solutions middlewares utilisées par la société opteven automatisez les processus etl/elt pour garantir la fiabilité, l'évolutivité et la traçabilité des flux et traitements",france_travail,france_travail_203ZSRB,data engineer pole bi (h/f) | opteven assurances | 69 - villeurbanne,etl,0
0812528,data engineer confirmé(e) - assurance - lille (h/f),non renseigné,59 - villeneuve-d'ascq,"au sein de notre agence, vous êtes pleinement impliqué(e) dans toutes les phases de nos projets pour le compte de grands clients de l'assurance contribuant ainsi à leur succès.vous avez l'occasion de développer vos compétences techniques et fonctionnelles de manière approfondie, tout en travaillant sur des projets exigeants et passionnants pour le compte de grands clients du secteur bancaire.c'est tentant non ? alors embarquez pour une nouvelle aventure professionnelle !vos missions&#xa0;:rattaché(e) à la division&#xa0; assurance, vous évoluez dans un environnement challengeant et convivial, entouré(e) de passionnés dotés d'expertises dans leurs domaines.en tant que data engineer, vous évoluez sur des projets it à forte valeur ajoutée et avez pour rôle la mise en place de pipelines de données fiables, sécurisés et à l'échelle pour soutenir la mise à disposition des données aux cas d'usage métier qui en ont besoin. vos activités principales sont les suivantes :vous travaillez avec le client pour évaluer, concevoir, déployer, améliorer et maintenir les pipelines de données&#xa0;vous vous assurez que les pipelines de données créés sont résilients, sécurisés et accessibles&#xa0;vous définissez le modèle opérationnel pour monitorer et supporter les pipelines de données&#xa0;vous fournissez une expertise à nos clients sur leurs données pour assurer leur optimisation et leur sécurité par rapport à leurs besoins&#xa0;vous apportez un savoir en gestion de la qualité et la gouvernance de la donnée pour assurer le suivi de la conformité à la gouvernance de la donnée&#xa0;vous faites de la veille technologique dans le domaine afin d'enrichir les roadmaps technologiques et fournir des solutions modernes à nos clients.",france_travail,france_travail_0812528,data engineer confirmé(e) - assurance - lille (h/f) | non renseigné | 59 - villeneuve-d'ascq,,0
0697031,alternance - ingénieur data analyst f/h,non renseigné,69 - lyon 1er arrondissement,"l'entité ibe ""services d’ingénierie"" au sein de la base installée de framatome déploie un programme ambitieux de transformation digitale dans le but d'améliorer la performance de ses activités de prestations de services nucléaires en s’appuyant notamment sur la mise en place d’une data platform par la direction des systèmes d’information de framatome. cela induit le déploiement d’une organisation spécifique autour de la data.au sein du département opérationnel ibeo-f ""performance et support projets"", intégré à cette business line ibe ""services d’ingénierie"", vous serez sous la responsabilité d'un coordinateur de projets digitaux et serez intégré à cette organisation en tant que « data analyst ».votre mission consistera à :- créer des modèles de données issues de nos applications ;- structurer l'analyse des données et élaborer les rapports bi pour nos équipes ; vous pourrez développer :- votre compréhension de nos problématiques métier et enjeux cyber, rgpd et data governance ;- vos compétences techniques en dataviz, devops, et si appétence, databricks ;- selon appétence, vos compétences transverses en pilotage de projets informatiques, analyse métier (business analysis) et accompagnement au changementqui êtes-vous ?vous êtes titulaire d'un bac+3 ou bac +4 et vous apprêtez à terminer un cycle d'ingénieur ou master avec une composante dans le numérique orientée data et dans laquelle vous pratiquez power bi (développement et administration). qualités complémentaires :vous avez de l'intérêt pour la transformation digitale dans l'industrie.vous avez un bon relationnel, le sens de la négociation et de l’organisation.vous avez la capacité à synthétiser, vulgariser un sujet, rédiger un cahier des charges après analyse et compréhension de sujets métier.vous êtes orienté clients (internes).vous faites preuve de curiosité et avez la volonté de vous former sur de nouvelles technologies.vous avez une bonne expression orale et écrite (anglais souhaité).vous connaissez les outils bureautiques microsoft, les outils collaboratifs de type teams / sharepoint.",france_travail,france_travail_0697031,alternance - ingénieur data analyst f/h | non renseigné | 69 - lyon 1er arrondissement,"power bi, databricks",0
0711225,alternance data analyst - clichy (f/h) (h/f),non renseigné,92 - clichy,"en tant que membre de l'équipe data, vos objectifs seront concrets et vos responsabilités stimulantes. vous participerez activement à : l'analyse et l'exploration de données : vous collecterez, nettoierez et explorerez des ensembles de données complexes pour identifier des tendances, des insights et des opportunités d'optimisation pour nos marques et nos business units. la construction de modèles prédictifs et d'apprentissage automatique : vous contribuerez au développement et à l'évaluation de modèles (segmentation client, prévision des ventes, optimisation de campagnes marketing, etc.) pour aider à la prise de décision. la visualisation et la communication des résultats : vous concevrez des tableaux de bord clairs et interactifs, et présenterez vos analyses et recommandations de manière impactante aux équipes métiers et aux décideurs. l'ingénierie de données et la mise en place d'architectures : vous pourrez être amené(e) à participer à la conception, au développement et à la maintenance de pipelines de données, ainsi qu'à la structuration de bases de données (data lake, data warehouse). la veille technologique et l'innovation : vous explorerez les dernières avancées en matière de data science, d'ia, de big data et de cloud computing pour proposer des solutions innovantes et pertinentes pour l'oréal. la collaboration inter-fonctionnelle : vous travaillerez en étroite collaboration avec les équipes métiers (marketing, sales, r&i), les équipes it et les autres experts data pour garantir l'alignement et l'efficacité des projets data. quelques compétences que vous allez développer avec ce rôle : l'analyse statistique avancée, la modélisation de données et le machine learning, la manipulation de bases de données massives, la visualisation de données, la communication d'insights data et la connaissance des plateformes cloud.",france_travail,france_travail_0711225,alternance data analyst - clichy (f/h) (h/f) | non renseigné | 92 - clichy,machine learning,0
0811139,data engineer spark / databricks h/f,non renseigné,44 - nantes,"? vos missions :&#xa0;collaborer avec le métier pour concevoir des transformations data pertinentes pour le business,industrialiser et gérer des pipelines de traitement de données en production,contribuer à l'implémentation d'évolutions des plateformes data de nos clients,accompagnement du métier dans le cadrage et le delivery de leurs cas d'usage dataêtre force de proposition auprès du client dans l'évolution de sa plateforme dataparticipation éventuelle à des avant-ventes afin d'aider à la conception de solutions techniques pour nos futurs clients",france_travail,france_travail_0811139,data engineer spark / databricks h/f | non renseigné | 44 - nantes,,0
204TRTN,alternance - développeur power bi / power platform (h/f),basf agri production s.a.s.,76 - saint-aubin-lès-elbeuf,"bienvenue chez basf le monde a besoin d'innovation et nous avons besoin de vous ! nous créons de la chimie pour un avenir durable et nous cherchons des talents capables d'apporter des réponses aux questions de demain. intégrez la division agri solutions de basf en france, où nous produisons des solutions agricoles innovantes et durables pour optimiser la productivité des cultures. êtes-vous prêt pour une nouvelle étape dans votre carrière et contribuer au futur d'une chimie toujours plus durable au sein de nos équipes ? vos principales responsabilites accompagné(e) par un ingénieur projets digitaux, vous interviendrez sur la conception, le développement et le déploiement de solutions analytiques et applicatives destinées à améliorer l'efficacité opérationnelle (workforce efficiency) et la performance du site industriel. vous participerez à la modernisation des usages data (power bi) tout en développant des solutions power platform orientées terrain : automatisation de workflows, applications low-code métiers, et chatbots métiers. ainsi, vous serez amené à : collaborer avec les équipes métiers (production, hse, maintenance, qualité, rh.) pour comprendre les besoins et identifier les cas d'usage à forte valeur ajoutée ; structurer et moderniser les reporting du site ; concevoir et développer des tableaux de bord power bi à partir de sources variées (sap, excel, sharepoint, dataverse, dataflows, api, ...) ; automatiser des workflows métiers avec power automate ; développer des applications power apps pour amélioré l'efficacité terrain ; créer des chatbots métier via copilot studio ; suivre une démarche alm afin d'assurer la pérénité des outils développés. votre profil vous préparez un bac+5 spécialisé en data/bi, informatique décisionnelle, si ou en génie industriel avec appétence digitale, et vous êtes à la recherche d'une alternance de 12 à 24 mois ; vous avez un intérêt marqué pour power bi et la power platform ; vous avez des notions en modélisation de données, dax, power query (m) et/ou power fx et avez une curiosité pour azure et les architectures data modernes ; autonome, vous êtes reconnu pour votre aisance relationnelle, votre esprit analytique, et votre capacité à trouver des solutions ; votre anglais est de niveau professionnel. ce que nous vous offrons une opportunité stimulante et passionnante dans une équipe engagée et compétente ; un environnement propice à l'innovation, au partage d'idée et au bien-être ; un univers qui vous permet de développer votre potentiel dans un groupe international. qui sommes-nous ? basf agri-production saint-aubin lès elbeuf, site clé de la chimie fine en haute-normandie, se consacre à la fabrication de matières actives destinées à la protection des cultures. avec plus de 240 collaborateurs, ce site seveso joue un rôle stratégique en fournissant des usines de formulation basf ainsi que d'autres entreprises industrielles réparties sur les cinq continents, répondant ainsi aux exigences d'un secteur globalisé et exigeant.",france_travail,france_travail_204TRTN,alternance - développeur power bi / power platform (h/f) | basf agri production s.a.s. | 76 - saint-aubin-lès-elbeuf,"azure, power bi, excel",0
0886144,data analyst (h/f),non renseigné,37 - indre-et-loire,"description du poste : en tant qu'organisateur de forums de recrutement, talents handicap accompagne de très nombreuses entreprises & organisations en france dans leurs recrutements de collaborateurs en situation de handicap. participant actuellement à l'un de nos forums. l'entreprise edf recherche actuellement des profils vous souhaitez enrichir vos compétences dans le domaine de l'informatique vivre une expérience professionnelle avec de vraies responsabilités ? cette année, soyez l'un des 6500 alternants à rejoindre le groupe edf ! 90% des étudiants recommandent l'entreprise à l'issue de leur alternance ou de leur stage. (source : enquête happy trainees 2025) votre environnement rejoignez un groupe international, champion de la croissance bas carbone qui lutte au quotidien contre le réchauffement climatique un groupe animé de valeurs fortes et qui confie à ses collaboratrices et collaborateurs des missions challengeantes et innovantes. découvrez en images nos orientations et nos valeurs sur la chaîne youtube edf : https://www.youtube.com/user/edfcommunitymanager dans ce contexte, le centre nucléaire de production d'électricité de chinon propose, pour son service ingénierie fiabilité un contrat en alternance de 24 mois sur le poste d'apprenti.e data analyst. vos missions le cnpe de chinon comprend quatre unités de production nucléaires de 900 mwe chacune. la centrale est située sur la rive gauche de la loire, sur le territoire de la commune d'avoine, à mi-chemin entre tours et angers. implantée au sein du parc naturel régional loire-anjou touraine, elle s'étend sur 155 hectares. le service ingénierie - fiabilité (sif) a la charge de piloter les affaires techniques moyen et long terme, optimiser les volumes de maintenance, détecter et faire émerger les défaillances techniques, apporter un appui technique aux métiers, à l'exploitant, aux projets et à la direction. au sein du service sif, le pôle méthodes de maintenance et d'exploitation (mme) a pour mission de donner une vision intégrée sur les usages associés aux processus, à l'impact sur les données et piloter deux processus à enjeux forts sur ces deux notions : le référentiel et les modifications matérielles. dans le détail, le pôle a la charge de l'animation de leur processus sur le site en pilotant les métiers * l'appui d'expert aux métiers sur les méthodes de travail, les outils et les données associées * assurer les relations avec les entités nationales et participer aux instances nationales * apporter la vision stratégique de leur domaine pour le site pour prise de décision par la direction * porter les projets de transformations sous la responsabilité de la responsable de la section et de votre tuteur, vous participerez aux principales missions suivantes : préparer les ateliers données et co-animer les ateliers avec les métiers fournir les tableaux d'analyse sous tableau software participer au réseau national de valorisation de la donnée proposer des optimisations sur la valorisation de la donnée votre profil a la rentrée 2026, vous serez titulaire d'un bac +3 ou d'un niveau équivalent, et vous souhaitez suivre un master miage, siad, sciences des données, ou un master équivalant. ou alors vous êtes en bachelor universitaire de technologie 1 - science des données, et vous souhaitez poursuivre vos études en alternance. nous recherchons les compétences et les qualités suivantes pour ce poste vous êtes à l'aise avec le système d'information et possédez des connaissances en programmation. * vous avez des connaissances de tableau software. * vous êtes capable de développer une vision projet à double échelle définir rapidement dans les grandes lignes les objectifs finaux utiliser la méthode sprint / agile : décomposer le projet en séquences élémentaires de courtes durées, avec des étapes d'évaluations intermédiaires * vous savez vous équilibrer entre autonomie (notamment pour trouver les solutions pour s'approprier rapidement le sujet), initiative et reporting régulier. * vous êtes rigoureux(se), à l'aise à l'oral et savez travailler en équipe. ce qu'edf peut vous offrir avantages***mise à disposition d'un logement près de la centrale nucléaire moyennant un loyer de 50€ par mois * possibilité d'utilisation des navettes edf à titre gracieux pour vous rendre sur votre lieu de travail * edf vous aide à financer votre loyer si vous avez besoin de déménager pour vous rapprocher de votre école (à condition d'habiter à plus d'une heure du lieu de formation) * vous aurez accès aux offres du comité d'entreprise : spectacles, lieux de vacances, etc. * vous bénéficierez de l'intéressement aux résultats de l'entreprise ainsi que d'une couverture sociale. * 75% de votre abonnem",france_travail,france_travail_0886144,data analyst (h/f) | non renseigné | 37 - indre-et-loire,,0
202PBTC,responsable cad cam - outils de conception (h/f),socomec,67 - benfeld,"au sein de la direction stratégique et en lien avec la dsi, vous définissez et déployez la politique cad-cam pour soutenir la croissance internationale. sous le management du directeur r&d groupe, vous garantissez la performance des outils, leur évolution et leur adéquation avec les besoins métiers. responsabilités établir les roadmaps cad-cam avec les équipes de développement et piloter les projets de transformation digitale. assurer une veille technologique et proposer des améliorations continues pour optimiser les outils. gérer et administrer les logiciels cad-cam, garantir leur disponibilité et la sécurité des données. piloter le budget cad-cam groupe et négocier les contrats avec les éditeurs et intégrateurs. assurer l'interopérabilité des outils et capitaliser sur les bonnes pratiques. contribuer à la résilience opérationnelle et accompagner la conduite du changement. qualifications diplôme d'ingénieur avec 8 ans d'expérience minimum en développement de produits électrotechniques ou mécatroniques. maîtrise des outils cao et logiciels r&d (nx, creo, pads, autocad.). français et anglais niveau b2 minimum. les plus qui pourraient vous rendre encore plus unique : bonne compréhension des architectures et réseaux informatiques. connaissances en programmation (scripts, interfaces). parce que votre profil ne se résume pas qu'à des compétences métier : leadership pour mobiliser les différents acteurs de l'entreprise autour d'objectifs communs. capacité d'adaptation pour communiquer avec des interlocuteurs variés. prise de recul pour arbitrer et orienter les décisions stratégiques. référence : 20738",france_travail,france_travail_202PBTC,responsable cad cam - outils de conception (h/f) | socomec | 67 - benfeld,,0
0927624,data analyst financier f/h,non renseigné,95 - val-d'oise,"informations générales entité du groupe onet depuis plus de 55 ans, onet airport services est un partenaire majeur de grandes compagnies aériennes internationales et aéroports français. nos équipes accompagnent nos clients sur tous types d'avions (commerciaux, cargo ou privés) sur la gestion des bagages, sur l'ensemble des services de pistes et de passages ainsi que sur des prestations de nettoyage. onet airport services fait partie du groupe onet, groupe de services et d'ingénierie comprenant 80 000 collaborateurs. référence 2026-16788 activité services aéroportuaires fonction gestion/ finance/ audit temps de travail temps plein rémunération affichée selon profil description du poste intitulé du poste data analyst financier f/h votre mission dans le cadre du développement de notre business unit airport au niveau national, nous recherchons un(e) data financier junior afin de renforcer notre équipe gestion opérationnelle et d'accompagner la montée en puissance de nos activités.au sein de la direction excellence opérationelle, vous serez rattaché(e) à la contrôleuse de gestion opérationelle de la business unit airport. vous participerez activement à la structuration, l'analyse et la fiabilisation des données financières, dans un environnement en forte croissance.votre rôle sera clé dans le pilotage de la performance de la bu, en garantissant la qualité des données et en contribuant à la production d'indicateurs fiables et exploitables pour le management. missions principales - participer à la collecte, la consolidation et la fiabilisation des données financières - contribuer à la production des reportings financiers mensuels et hebdomadaires - mettre à jour et automatiser des tableaux de bord de suivi de performance - analyser les écarts entre les prévisions et les réalisations (ca, coûts, marges...) - identifier les anomalies de données et proposer des actions correctives - participer à l'amélioration continue des outils de reporting et de pilotage - appuyer la contrôleuse de gestion dans ses analyses et travaux de clôture environnement de travail vous évoluerez dans un environnement dynamique, orienté data et performance, au sein d'une équipe finance en interaction constante avec les équipes opérationnelles. localisation le poste est basé en présentiel au siège situé à roissy-en-france. déplacements des déplacements ponctuels sont à prévoir sur le territoire national, dans le cadre du suivi des activités de la business unit airport. vos atouts nous recherchons un profil junior disposant des compétences et qualités suivantes : - formation bac +3 à bac +5 en finance, contrôle de gestion, data ou école de commerce / ingénieur - bonne maîtrise d'excel et appétence pour la manipulation de données - connaissances en outils bi (power bi, tableau ou équivalent appréciés) - notions en analyse financière (p&l, indicateurs de performance, budget) - rigueur, esprit analytique et sens du détail - curiosité, autonomie et capacité à travailler en équipe - intérêt marqué pour la data et la finance opérationnelle ce que nous offrons - un poste formateur au cœur du pilotage financier d'une activité en croissance - une exposition directe aux enjeux opérationnels et stratégiques - un accompagnement par une contrôleuse de gestion expérimentée - un environnement stimulant orienté amélioration continue et data - des perspectives d'évolution au sein de la direction financière famille / emploi gestion / finance - analyste financier type de contrat cdi statut du poste cadre localisation du poste europe, france, ile-de-france, val d'oise (95) ville roissy en france géolocalisation par zone non",france_travail,france_travail_0927624,data analyst financier f/h | non renseigné | 95 - val-d'oise,"power bi, excel",0
0957143,data analyst (h/f),non renseigné,974 - saint-denis,"description du poste : lhh recruitment solutions , cabinet de conseil en recrutement, management de transition et évaluation d'expert·e·s, cadres et dirigeant·e·s, recrute pour son client un data analyst social h/f à saint-denis. rattaché(e) à la direction des ressources humaines, vous intervenez sur l'analyse et la valorisation des données sociales afin d'accompagner le pilotage rh et la prise de décision. à ce titre, vos missions seront les suivantes collecter, fiabiliser et structurer les données rh (paie, temps de travail, masse salariale exploiter les données issues des outils internes, notamment kelio et power bi * concevoir, automatiser et faire évoluer des reportings et tableaux de bord (kpi sociaux) * analyser les indicateurs sociaux, identifier les écarts, les tendances et les points de vigilance * transformer les données en analyses utiles pour appuyer les décisions de la direction rh et des managers * produire des analyses régulières et ponctuelles pour les équipes rh et la direction * être force de proposition sur l'amélioration des outils, des process et du pilotage des données * répondre aux besoins d'analyses ponctuelles de la direction sur les enjeux sociaux et rh description du profil : nous recherchons un profil disposant d'une formation supérieure en data analyse, business intelligence, statistiques ou informatique décisionnelle, ainsi que d'une première expérience en tant que data analyst. le poste requiert une bonne maîtrise de power bi, un niveau avancé sur excel, ainsi qu'une capacité à structurer et exploiter la donnée de manière fiable. au-delà du reporting, nous recherchons un profil capable de structurer, fiabiliser et exploiter les données afin d'en tirer des analyses claires et utiles au pilotage. vous êtes reconnu(e) pour votre posture proactive, avec une capacité à proposer et apporter une réelle valeur d'analyse. une première exposition à des données rh, sociales ou à un environnement sirh constitue un atout.",france_travail,france_travail_0957143,data analyst (h/f) | non renseigné | 974 - saint-denis,"power bi, excel",0
0962672,alternance data analyst - la ciotat (f/h) (h/f),non renseigné,13 - ciotat,"au sein de l'équipe data, vous participerez à l'analyse et à la valorisation des données pour accompagner la prise de décision.vos missions principales seront :collecter, nettoyer et structurer des données issues de différentes sources.réaliser des analyses pour identifier des tendances et produire des recommandations.concevoir et maintenir des tableaux de bord et reportings.participer à l'automatisation des traitements de données.collaborer avec les équipes métiers pour comprendre leurs besoins analytiques.contribuer à l'amélioration des modèles de données et des outils de pilotage.documenter les processus et garantir la fiabilité des données.",france_travail,france_travail_0962672,alternance data analyst - la ciotat (f/h) (h/f) | non renseigné | 13 - ciotat,,0
