job_id,title,company,location,postal_code,contract_type,contract_type_label,experience_level,publication_date,update_date,description,source_url,source,department_code,city,experience_level_standardized
0826110,Alternance Data Scientist F/H (H/F),929840-PARIS DIRECTION DES SI COLISSIMO,92 - Issy-Les-Moulineaux,92130,CDD,CDD - 6 Mois,1 An(s),2026-03-27 10:11:37+00:00,2026-03-27 10:11:37+00:00,"Vous intégrez le pôle DATA de la DSI de Colissimo. Sous la responsabilité du pôle Data Analysis et Science, vos missions seront les suivantes : Comprendre les problématiques des directions métiers et proposer une résolution fondée sur des approches analytiques. Organiser les données massives, structurées ou non structurées, internes et externes, et construire les jeux de données nécessaires à la modélisation. Construire des modèles analytiques innovants qui permettent de répondre à la problématique et accompagner la mise en production des modèles Travailler sur des modèles LLM pour des sujets liés à l'IA générative. Créer de rapports et de tableaux de bord pour suivre les performances des modèles et des projets. Votre environnement technique : Plateforme Data : SAP BW, SAP HANA, Databricks, Azure Langages : Python, SQL, Modeling SAP BW Modélisation : Modèle conceptuel, MCD (Modèle Conceptuel de Données) Vos compétences techniques : Bonne connaissance de l'algorithmie et la rédaction de documentation fonctionnelle Bonne appétence aux technologies SI (webservices, Api, bus de données, SQL, Base de données relationnelle .) et à la Business intelligence. Modélisation et l'utilisation du langage Python ou/et R Connaissance des méthodes de modélisation et de l'enrichissement de la donnée Connaissance de la Méthode AGILE Connaissance des contraintes de mise en production et d'exploitation Maitrise des outils documentaires/Gestion de projet (Jira, Wiki.) Vos compétences comportementales : Autonomie Curiosité avec une forte envie d'apprendre et d'explorer de nouvelles approches. Capacité à travailler en équipe et à collaborer avec différents métiers. Bonnes compétences en communication et en présentation. Vous êtes 1er année cycle d'ingénieur ou en 2eme année d'école d'ingénieur avec une spécialisation en Data, Machine Learning ou Intelligence Artificielle. Vous avez une bonne maîtrise des outils de data science et des langages de programmation tels que Python.",https://candidat.francetravail.fr/offres/recherche/detail/0826110,France Travail,92,Issy-Les-Moulineaux,Junior
0820637,Data Scientist FREELANCE H/F,Non renseigné,13 - Marseille,Non renseigné,MIS,Intérim - 1 Mois,Débutant accepté,2026-03-27 07:38:32+00:00,2026-04-01 10:57:33+00:00,"Type de mission : FreelanceDurée : 6 moisDémarrage : ASAPLocalisation : OllioulesRythme : Temps pleinDans le cadre d'une entité dédiée à l'innovation en Intelligence Artificielle, la mission consiste à concevoir et industrialiser de nouveaux cas d'usage à forte valeur ajoutée, en lien étroit avec les équipes métiers et techniques.Vos missions1. Identification et analyse des besoinsParticiper à des ateliers d'idéation avec les parties prenantesComprendre les enjeux métiers liés à l'exploitation des donnéesRecueillir, analyser et challenger les besoinsProposer des solutions algorithmiques sur mesure adaptées aux problématiques identifiées2. Développement et validation des modèles d'IAAnalyser les données disponibles et évaluer leur qualitéSélectionner les modèles les plus pertinents (Machine Learning, Deep Learning, Computer Vision)Développer, entraîner, tester et valider les modèlesIntervenir sur des cas d'usage en traitement d'images/vidéos (Detection, Recognition, Identification)Mettre en œuvre les bonnes pratiques MLOps sur le cycle de vie des modèles3. Industrialisation &amp; développementDévelopper des solutions robustes en Python (et autres langages si nécessaire)Participer à l'industrialisation et au déploiement des modèlesUtiliser les outils de développement et d'intégration continue (Git, CI/CD, Docker.)Contribuer à la containerisation des applications4. Communication et partage de connaissancesDocumenter les travaux réalisés et partager les avancées avec l'équipeCommuniquer sur les succès, les apprentissages et les innovationsContribuer à la montée en compétence collectiveParticiper activement aux échanges internes et aux ateliers",https://candidat.francetravail.fr/offres/recherche/detail/0820637,France Travail,13,Marseille,Junior
0819764,Un Data Scientist de l&apos;entrepôt de données de santé (H/F),Non renseigné,80 - Amiens,80000,CDI,CDI,Expérience exigée,2026-03-27 07:03:29+00:00,2026-03-27 07:03:29+00:00,"L'ÉTABLISSEMENT : Vous souhaitez travailler dans un hôpital à taille humaine et intégrer une grande famille ? Le CHU Amiens-Picardie recrute ! 1er employeur du Sud des Hauts-de-France, le CHU Amiens-Picardie est aussi l'un des deux établissements publics universitaires de santé de référence et de recours sur le territoire. En intégrant l'hôpital public et le CHU Amiens-Picardie, vous participez à une mission de Service Public : répondre aux besoins de santé et d'accompagnement d'un bassin de population de plus de 600 000 habitants. Ensemble, nous faisons le CHU Amiens-Picardie ! Vous avez l'opportunité d'intégrer un collectif riche de 150 métiers hospitaliers, engagés au quotidien autour de notre leitmotiv : « prendre soin ». Nos valeurs ? L'hospitalité, l'excellence, le partage, la créativité et l'engagement. L'esprit d'équipe nous anime à tous les niveaux : quel que soit le secteur, vous n'êtes jamais seul ! Si vous cherchez plus qu'un job, rejoignez l'aventure hospitalière en intégrant l'équipe du département de la recherche et structures d'appui en qualité de Data Scientist! A noter : à compétences égales, une priorité sera accordée à l'étude des candidatures de travailleurs handicapés et autres bénéficiaires de l'obligation d'emploi LE POSTE : Le data scientist évalue, analyse et exploite la richesse des données du système d'information hospitalier afin de comprendre ou anticiper des évènements dans un contexte métier. Vos missions seront... S'appuyer sur les données de l'entrepôt de santé et des sources externes (dont l'open data) pour répondre aux problématiques métier. Collaborer étroitement avec le data engineer et le data manager afin de mobiliser et exploiter efficacement les données. Maîtriser les données disponibles dans l'établissement et identifier celles pouvant les enrichir. Adapter les méthodes de traitement aux données structurées et non structurées grâce à une expertise en informatique, mathématiques et statistiques. Fournir des solutions data, des rapports détaillés et des référentiels structurés adaptés aux besoins métiers. Assurer la responsabilité des outils analytiques déployés. Conseiller le data manager sur la validation, la correction et la mise en qualité des données Extraire et analyser l'information contenue dans les données du Système d'Information Hospitalier Développer et mettre en uvre des méthodes mathématiques et statistiques afin de répondre à une problématique métier Evaluer la qualité informationnelle des données, et émettre et des recommandations sur les sources de données à intégrer ou à consolider, ainsi que sur les améliorations utiles à l'exploitation de l'Entrepôt de données de Santé Participer à la définition de la politique de la donnée Effectuer une veille technologique centrée sur les infrastructures, applications et méthodes dédiées aux traitements des mégadonnées Conception d'entrepôts de données ad hoc (ou d'extensions à l'entrepôt principal) dans le cadre de projets spécifiques PROFIL RECHERCHÉ : Vous êtes... Titulaire d'un Diplôme de niveau Bac +5 en informatique, mathématiques, statistiques, ou dans un domaine connexe. Une spécialisation ou une expérience en science des données, intelligence artificielle, ou bio-informatique serait un atout. Et en plus... Vous maîtrisez les outils bureautiques et la Suite Office (Word, Excel, PowerPoint). Vous connaissez les solutions et outils de gestion des données de santé Vous maîtrisez le traitement de l'information médicale Vous maîtrisez le langage de développement et programmation Vous connaissez la réglementation sur les données de santé (RGPD, référentiels CNIL, référentiel HDS, norme ISO 27001) Pourquoi vous ? Vous êtes reconnu pour votre rigueur et votre organisation Vous avez une capacité d'analyse et de synthèse Vous êtes doté d'un excellent esprit d'équipe et de solides compétences relationnelles Au-delà de vos compétences, votre personnalité et votre motivation feront également la différence ! L'aventure vous tente ? N'hésitez plus : Faites-vous connaître. Envoyez-nous votre CV. Vous avez suscité notre curiosité ? Nous vous contactons pour un premier échange téléphonique. Nous souhaitons poursuivre ensemble ? Un entretien avec votre futur manager et votre RH vous attendent. Bienvenue ! Notre collaboration va commencer, nous avons hâte de vous retrouver Les petits plus : - 75% des frais de transports en communs pris en charge - Une salle de sport gratuite ouverte 7j/7 de 6h30 à 23h et des cours gratuits disponibles - Une crèche avec des horaires étendus - Du télétravail (en fonction du métier exercé) - Un self haut de gamme - Un Comité d'entreprise avantageux - Une conciergerie Mme Carole DAIX Contrat : CDI;Mutation;Détachement",https://candidat.francetravail.fr/offres/recherche/detail/0819764,France Travail,80,Amiens,Expérience requise
0810447,Data Scientist (H/F),ALTECA,69 - Villeurbanne,69100,CDI,CDI,5 An(s),2026-03-27 03:31:29+00:00,2026-03-31 04:32:16+00:00,"RESPONSABILITÉS : > En tant que Data Analyst, tu seras rattaché(e) au pôle R&D de notre agence Lyonnaise. Ton Manager sera le Responsable du Pôle ou l'un de nos Référent Technique. Interlocuteur privilégié, il assurera ton intégration durant tes trois premiers mois dans l'entreprise, ta montée en compétences, tes points de suivi tout au long de tes missions et tes Entretiens Annuels. > Rejoindre ALTECA c'est rejoindre une entreprise engagée sur la RSE (labellisée Ecovadis Platinum 2025 et We Impact 2025 ), pour le bien-être de ses salariés (labellisée HappyAtWork et classée dans le top 10 des entreprises de +500 salariés) et dans la formation de ses stagiaires et alternants (labellisée HappyTrainees pour la 8ème année consécutive). Contexte : Au sein du pôle data et intelligence prospective et sous la supervision d'un des responsables du pôle, vous êtes en charge de concevoir les outils de pilotage et réaliser les analyses demandées par les partenaires métiers (directions commerciale, services aux sociétaires, marketing, rentabilité, informatique, contrôle de gestion et ressources humaines). Mission : En coordination avec les équipes d'un de nos clients grands comptes, tes missions seront les suivantes : • Concevoir l' architecture technique et fonctionnelle des solutions intégrant de l'IA générative. • Sélectionner, fine-tuner et évaluer des modèles de langage pré-entraînés (GPT, LLaMA, Mistral, etc.). • Mettre en œuvre des solutions RAG (Retrieval-Augmented Generation) en intégrant des bases de connaissances internes. • Développer des chaînes de traitement de la donnée textuelle (préparation, nettoyage, vectorisation, embedding). • Implémenter des agents conversationnels (chatbots intelligents) adaptés à des cas d'usage métier. • Contribuer à l' optimisation des performances des systèmes IA (temps de réponse, pertinence, coût, etc.). • Assurer l' industrialisation (déploiement, monitoring, MLOps) des composants développés. • Participer à la veille technologique et te former continuellement sur les dernières avancées en IA générative. • Rédiger des documents techniques et participer à des ateliers fonctionnels avec les équipes métier. • Travailler en méthodologie Agile Scrum avec les équipes projet. PROFIL RECHERCHÉ : • Environnement technique La majeure partie des projets de nos clients sont sur des environnements techniques récents: • Modèles LLM : OpenAI, Hugging Face, Mistral, LLaMA, Claude... • Outils RAG : LangChain, LlamaIndex,... • Déploiement : Docker, Azure, GCP, AWS • Dev : Python, FastAPI, Git, CI/CD Profil Ton profil : diplômé(e) d'un Bac+5 (école d'ingénieur ou université), tu as au moins 3 ans d'expérience dans le domaine de la data science, de l'IA ou du machine learning, avec une première expérience concrète en IA générative ou NLP avancé. Type de contrat proposé : temps plein | Niveau de poste : Confirmé Le process de recrutement : ν Une personne de l'équipe recrutement Auvergne/Rhône-Alpes te contactera pour un premier échange téléphonique, puis elle te recevra dans le cadre d'un entretien RH. ν Si cet entretien est validé, tu rencontreras alors Olivier, le Responsable de notre Pôle Digital, pour un entretien technique. NOS AVANTAGES : Transport pris en charge à 75% | Tickets restaurants pris en charge à 60% | Mutuelle prise en charge à 60% 10 jours de RTT en plus des 25 jours de CP | Mode de travail : hybride | Accès au CSE (billeterie, voyages...)",https://candidat.francetravail.fr/offres/recherche/detail/0810447,France Travail,69,Villeurbanne,Senior
0790278,Data scientist (H/F),Non renseigné,75 - Paris 9E Arrondissement,75009,CDD,CDD - 12 Mois,Débutant accepté,2026-03-26 12:44:59+00:00,2026-03-26 12:44:59+00:00,"Description du poste : Au sein d'une équipe data, vous participerez à La collecte, le traitement et l'analyse de données***Le développement de modèles d'intelligence artificielle***L'entraînement et l'optimisation d'algorithmes***L'intégration de solutions IA dans des applications existantes***La création de tableaux de bord et outils d'aide à la décision***La veille technologique sur les innovations en IA Description du profil Vous souhaitez intégrer un Bachelor Intelligence Artificielle***Vous avez un intérêt marqué pour la data et les nouvelles technologies***Vous possédez une logique analytique développée***Vous êtes curieux(se), autonome et rigoureux(se)***Vous appréciez le travail en équipe projet",https://candidat.francetravail.fr/offres/recherche/detail/0790278,France Travail,75,Paris 9E Arrondissement,Junior
0784717,Data Scientist spécialisé dans les enquêtes/sondages - H/F,Banque de France,75 - Paris,Non renseigné,CDI,CDI,Débutant accepté,2026-03-26 11:37:23+00:00,2026-03-26 11:37:23+00:00,"Vous serez rattaché au pôle « méthodologie et analyses sondages » du service, qui rassemble trois experts en statistique.Vous contribuerez à :- Traiter et exploiter les données issues des trois enquêtes menées auprès d'échantillons d'entreprises, selon le calendrier de la Balance des paiements et des Comptes Nationaux ;- Créer des outils de contrôle et de reporting des données en veillant à leur automatisation ; organiser la chaîne de traitement des données, depuis la collecte jusqu'à l'analyse statistique ;- Proposer des améliorations méthodologiques et participer à leur mise en oeuvre en appliquant les méthodes statistiques les plus pertinentes, notamment en utilisant des techniques de data science ;- Participer à des groupes de travail européens et/ou français dans nos domaines d'intérêt (par exemple, sur les statistiques par caractéristiques d'entreprises, le commerce international de services) ;- Réaliser des études de mise en perspective des données qui peuvent vous conduire à collaborer avec d'autres unités de la Banque de France ou des partenaires extérieurs (Insee).Des formations pourront être proposées pour faciliter la prise de poste, notamment une formation générale sur la balance des paiements.",https://candidat.francetravail.fr/offres/recherche/detail/0784717,France Travail,75,Paris,Junior
0780793,Data Scientist (F/H) en alternance (H/F),Non renseigné,91 - Massy,91300,CDD,CDD - 24 Mois,1 An(s),2026-03-26 10:15:36+00:00,2026-03-26 10:15:36+00:00,"Le saviez-vous ? Créateur de l'hypermarché, Carrefour reste fidèle à ses racines tout en se réinventant pour permettre à chacun de mieux manger : plus sain, plus local, plus responsable. Leader mondial de la distribution, nous sommes engagés pour la diversité, la RSE et la transformation digitale, tout en créant un environnement de travail inclusif et stimulant. Nos atouts pour y parvenir ? Un réseau multi format, multi métiers avec des collaborateurs passionnés, qui s'engagent, pour réussir la transition alimentaire pour tous. Filiale de Carrefour, Carrefour Banque et Assurance, c'est 40 ans d'innovation et d'expertise ! Depuis sa création, Carrefour Banque et Assurance innove pour proposer à ses clients des solutions adaptées à leur situation, leurs besoins, leur budget à travers une large gamme de produits allant du crédit, aux cartes de paiement, aux produits d'épargne et d'assurance, assortis de nombreux services et avantages associés. Carrefour Banque recherche sa Direction des Risques un : Data Scientist (F/H) en alternance Vos missions * Comprendre et traduire les besoins métiers * Identifier les sources de données nécessaires aux études et à la modélisation quantitative. * Améliorer les outils d'aide à la décision (scores d'octroi ou comportementaux) par l'identification de techniques ou d'outils statistiques à valeur ajoutée * Réaliser des travaux approfondis de back-testing de l'existant et proposer une solution pour l'automatisation de ses backtestings. * Mettre en place des traitements de contrôle des données utilisées dans les modèles de scoring (traitements automatisés avec restitutions dans un outil de Data Visualisation). Informations complémentaires * Lieu : Massy * Type du contrat : Alternance * Durée du contrat : 2 ans * Date de prise de poste : 01/09/2026 * 10-12 % de remise sur vos achats Carrefour. * Mutuelle et régime de prévoyance. * Offres CSE attractives. * Remboursement des frais de transport à hauteur de 50 % * 10% de remise carte PASS * Participation et intéressement * Carrefour s'engage pour la santé et le bien-être de ses collaborateurs en leur proposant différents services : une solution gratuite pour faire du sport grâce à l'application Gymlib * Vous êtes titulaire d'un Bac+5 (Université ou Grande Ecole d'ingénieur) et disposez d'une solide formation en statistiques, data science et Machine Learning * Très bonne maitrise de Python, SQLCompétence en Data Visualisation * Connaissance du langage SAS et de l'environnement GCP serait un plus. * Connaissance en gestion de projet (cadrage, rédaction du besoin, maitrise du planning.) * Doté d'une bonne culture Data, vous combinez rigueur analytique et curiosité, et appréciez le travail en équipe. * En intégrant le pôle Risk Analytics, vous côtoierez des Data Scientists et des Data Analysts. * Vous pourrez être force de proposition en matière de méthodes statistiques à déployer.",https://candidat.francetravail.fr/offres/recherche/detail/0780793,France Travail,91,Massy,Junior
0769592,DEEP - Data Scientist (H/F),Non renseigné,Luxembourg,Non renseigné,CDI,CDI,Expérience exigée,2026-03-26 07:00:42+00:00,2026-04-01 07:01:06+00:00,"Afin de renforcer les équipes de DEEP au sein de sa Business Line Data & AI, nous recherchons actuellement un(e) Data Scientist (m/f/n) à temps plein. Vos missions Réaliser des analyses approfondies de grands volumes de données pour identifier tendances, modèles et insights au‑delà de l’analyse descriptive. Concevoir et développer des pipelines ETL/ELT pour l’ingestion de données (batch ou temps réel) vers Data Lakes, entrepôts ou bases de données. Développer et mettre en œuvre des modèles prédictifs, prescriptifs et des algorithmes de machine learning pour anticiper comportements et tendances. Concevoir et coder des algorithmes sur mesure en Python, R ou Scala, selon les besoins clients. Optimiser les performances des modèles et algorithmes (précision, efficacité, scalabilité, tuning). Agir en véritable consultant, en assurant l’accompagnement et la satisfaction des clients. Contribuer à des cas d’usage variés : segmentation client, détection de fraude, analyse de sentiments, recommandations personnalisées. Votre profil Diplôme équivalent Master ou expérience professionnelle équivalente, ainsi que 1 à 2 ans d’expérience dans une fonction similaire. Maîtrise du français et de l’anglais ; l’allemand ou le luxembourgeois constitue un atout. Bon esprit d’analyse et orientation solution. Très bonne maîtrise des statistiques avancées, du data mining et de la manipulation de larges volumes de données (Big Data). Maîtrise des techniques de Machine Learning : clustering, Random Forest, Boosting, réseaux de neurones, etc., avec compréhension de leurs avantages et limites. Solide pratique des technologies ETL/ELT, notamment Dataiku. Excellente maîtrise de Python, en particulier des librairies pandas, scikit‑learn et numpy. Maîtrise des technologies NoSQL (MongoDB, HBase) ainsi que des bases SQL (MySQL, Oracle, DB2, SQL Server…). Pratique des technologies temps réel : Apache Kafka, Storm, Spark. Très bonne maîtrise de Power BI ; pratique de Dash appréciée. Intéressé(e) ? Envie de relever un nouveau défi professionnel dans une entreprise multiculturelle et dynamique, qui investit dans le développement et le bien-être de ses collaborateurs ? Rejoignez-nous en cliquant sur Postuler Une copie conforme de votre diplôme et une copie récente de l’extrait du vous seront demandées au cours du processus de recrutement. #Niveau intermédiaire #CDI #LI-HYBRID #informatique-infra-reseau #master #cdi #experimente #fr #en",https://candidat.francetravail.fr/offres/recherche/detail/0769592,France Travail,,Luxembourg,Expérience requise
0754892,Data Scientist IA (H/F),Non renseigné,69 - Lyon 1Er Arrondissement,69001,CDI,CDI,Débutant accepté,2026-03-26 04:00:33+00:00,2026-03-28 04:03:56+00:00,"Le poste en 3 motsInnovant. Transverse. Impactant. Votre tâche A la BU Combustible de Framatome, nos algorithmes contribuent à la performance industrielle du nucléaire, et nos data-scientists parlent autant aux métallurgistes, aux développeurs, aux mécaniciens, aux thermo-hydrauliciens, aux neutroniciens…En tant que Data Scientist IA au sein de notre service d’ingénierie, vous serez notre couteau suisse de l'intelligence artificielle. Votre terrain de jeu : faire émerger des solutions IA concrètes pour les enjeux métiers du combustible nucléaire.Cadrage et architecture des solutionsVous conseillez les équipes sur le choix des solutions IA les plus pertinentes.Vous évaluez les avantages, contraintes et faisabilité technique pour sélectionner les solutions technologiques optimales.Développement de solutions IA internesVous concevez et prototypez des solutions maison.Votre palette : metamodèles, deep learning, RAG, agents intelligents, LLM et tout ce qui brille dans l'écosystème IA.Vous transformez des idées en solutions qui fonctionnent.Gestion et préparation des donnéesVous réalisez des audits de qualité des données.Vous définissez et déployez des pipelines de collecte, nettoyage et structuration.Vous recommandez des pratiques de gouvernance pour que nos données restent exploitables sur le long terme.Développement et intégration techniqueVous prototypez rapidement pour valider les concepts.Vous intégrez vos solutions IA dans nos outils existants (API, frameworks PyTorch, scikit-learn, Keras, etc.).Vous proposez des architectures logicielles robustes et scalables.Formation et transfert de compétencesVous vulgarisez vos solutions auprès des équipes (avec des mots simples et des schémas qui parlent aux ingénieurs).Vous formez les ingénieurs aux technologies et méthodes IA.Vous rédigez guides et bonnes pratiques pour ancrer durablement les compétences.Interaction transverseVous travaillez en interface avec les métiers, les fonctions projets, et les directions IT et innovation.Vous êtes un facilitateur qui aligne les solutions IA sur les objectifs stratégiques de la BU.Veille technologique et prospectiveVous effectuez une veille active sur l'état de l'art académique et industriel en IA.Vous analysez l'applicabilité des nouvelles technologies à nos enjeux métiers.Vous formulez des recommandations pour orienter nos choix stratégiques et technologiques. Ce que nous offronsUn poste à fort impact dans un secteur stratégique pour la transition énergétiqueDes défis techniques stimulants à l'intersection de l'IA et de l'industrie nucléaireUne autonomie réelle et la possibilité de proposer vos propres initiativesUn environnement qui valorise l'innovation et l'excellence techniqueUne équipe passionnée et des moyens pour réussir vos projetsLes avantages d'un grand groupe : formation continue, parcours de carrière, équilibre vie pro/persoFormationDiplôme d’ingénieur ou Master/Doctorat en data science, informatique, mathématiques appliquées ou domaine connexe. Expérience et positionnement attenduExpérience confirmée en intelligence artificielle (développement, R&D ou projets industriels), permettant :d’accompagner des ingénieurs non spécialistes IA dans la conception et le déploiement de solutions,d’apporter un regard critique sur les choix méthodologiques et techniques,de structurer des approches robustes et adaptées à des contextes industriels complexes et contraints.Le poste vise un rôle de référent technique IA, plus qu’un rôle d’exécutant sur un outil unique.Compétences techniques (socle attendu)Maîtrise de Python et de l’écosystème machine learning / deep learning (PyTorch, scikit-learn, TensorFlow, Keras, …).Expérience concrète dans le développement, l’entraînement et l’évaluation de modèles IA.Bonne compréhension des architectures IA modernes, telles que les transformers, modèles de langage (LLM), approches RAG, agents IA, …La maîtrise exhaustive de toutes ces briques n’est pas attendue ; la capacité à les comprendre, les comparer et les mobiliser à bon escient est essentielle.Compétences en ingénierie des données :préparation et qualité des données,conception de pipelines,intégration dans des environnements existants.Capacité à intégrer des solutions IA dans des systèmes techniques complexes, en tenant compte des contraintes industrielles, de performance et de robustesse. Compétences transverses (essentielles)Excellente capacité de vulgarisation et de pédagogie, pour rendre accessibles des concepts IA complexes.Esprit pragmatique et orienté usage : savoir privilégier une solution simple et robuste lorsque cela est pertinent.Curiosité intellectuelle et intérêt marqué pour l’innovation, avec une capacité à prendre du recul sur les effets de mode.Aisance relationnelle et capacité à travailler en équipe pluridisciplinaire (ingénierie, data, métiers).Solide",https://candidat.francetravail.fr/offres/recherche/detail/0754892,France Travail,69,Lyon 1Er Arrondissement,Junior
0697279,ALTERNANCE - Data Scientist H/F,Non renseigné,92 - Boulogne-Billancourt,92100,CDD,CDD - 12 Mois,Débutant accepté,2026-03-25 04:30:55+00:00,2026-03-25 04:30:55+00:00,"Au sein de l’équipe Machine Learning & IA, rattaché(e) au Chief Data et Ad Tech Officer, vous aurez pour missions de travailler sur des sujets data sciences variées. De la collecte des données à la modélisation en passant par les différentes étapes d’un projet data science. Vous apporterez vos connaissances dans l’exploitation de données provenant de sources variées et hétérogènes (historiques utilisateurs, bases CRM, metadata, …). Également, vous aurez pour mission de concevoir et opérationnaliser et d’optimiser des modèles de Machine Learning et Deep Learning (Systèmes de Recommandations, Computer Vision, Time Séries …) dans un stack technologique très riche et de pointe (Databricks, Azure, SnowFlake, Cassandra…). Tout au long de l’année, vous serez amené(e) à : Répondre aux demandes des équipes internes pour les aider à analyser leurs activités ; Identifier les enjeux, les besoins et les indicateurs clés ; Traduire les besoins et identifier les données internes et externes nécessaires à l'analyse ; Structurer et rassembler les données ; Mettre en place une méthodologie d'analyse et préparer les données (nettoyage, agrégation...) ; Construire des modèles de machine learning pour répondre aux enjeux métiers ; Contrôler et piloter la dérive des modèles ; Tester et contrôler la qualité et la cohérence des résultats avec les équipes internes concernées ; Démontrer régulièrement les progrès réalisés auprès de l’équipe Data Science et des autres équipes Data.",https://candidat.francetravail.fr/offres/recherche/detail/0697279,France Travail,92,Boulogne-Billancourt,Junior
0696883,Annonce générique - APPRENTISSAGE – Data Scientist (F/H),Non renseigné,78 - Versailles,78000,CDD,CDD - 12 Mois,0 An(s),2026-03-25 04:30:52+00:00,2026-03-25 04:30:52+00:00,"Au sein de Dassault Systèmes, nos équipes R&D proposent des sujets d’apprentissage au sein de leurs équipes. Chaque équipe peut être dédiée à un produit (CATIA, SIMULIA, ENOVIA, etc.) ou un laboratoire de Recherche. Vos missions Durant votre apprentissage, voici le type de sujets sur lesquels vous travaillerez : Ingénieur Machine Learning - Optimisation d’un parc de serveurs (F/H) Data Scientist - Méthodes probabilistes non supervisées pour l’extraction de bases de connaissances à partir de langage naturel (F/H) Ingénieur Machine Learning – Interfaçage d’une IA dans la plateforme 3DEXPERIENCE (F/H) Ingénieur développement - Co-pilote de contrôle d'accès basé sur l'IA (F/H) Data Scientist – Predictive Cloud Supervision (F/H) Tâches quotidiennes Etat de l’art de la littérature spécialisée, Proposition et élaboration d’un cahier des charges (spécifications), Implémentation de l’application développée, Validation, optimisation du prototype. Présentation des travaux en réunion R&D. Chaque mission, effectuée en mode projet, est encadrée par un maitre d’apprentissage expérimenté sur le sujet ; en collaboration avec des ingénieurs des différentes équipes Recherche & Développement de Dassault Systèmes, spécialisées pour chaque problématique. Qualifications Vous préparez un diplôme de niveau BAC+5, Ecole d’ingénieur ou Master Universitaire. Vous vous spécialisez en Data Science / Machine Learning Compétences souhaitées pour ces missions : Connaissances solides en algorithmique et structures de données Programmation en Python Bonne connaissance des algorithmes de classification et des modèles à réseaux de neurones Bagage solide en Machine Learning / Deep Learning Nos apprentissages se déroulent sur différents sites en France, notamment Vélizy Villacoublay, et Paris. N’hésitez pas à vous connecter directement sur notre site carrières pour retrouver l’intégralité de nos sujets d’apprentissage : https://careers.3ds.com Les atouts en nous rejoignant Environnement collaboratif et innovant Collaboration internationale Diversité des technologies, produits et solutions Apprentissage au sein d’une équipe experte Engagement en faveur de la diversité et de l’inclusion",https://candidat.francetravail.fr/offres/recherche/detail/0696883,France Travail,78,Versailles,Junior
0677012,Alternance - data scientist F/H (H/F),Non renseigné,04 - Garde,4120,CDD,CDD - 12 Mois,Débutant accepté,2026-03-24 20:26:20+00:00,2026-03-24 20:26:20+00:00,"En tant qu'alternant Data Scientist, vous rejoindrez l'équipe PHARE (Appui et Expertise - Demandes Clients) au sein du Domaine Client et Raccordement et collaborerez avec des experts en data et les équipes métier. Vos principales missions seront :Analyse de données : Collecter, nettoyer et analyser des données pour en tirer des informations utiles. Modélisation : Créer des modèles prédictifs avec des techniques de machine learning ou d'intelligence artificielle. Visualisation : Concevoir des tableaux de bord et des graphiques pour faciliter les décisions. Optimisation : Améliorer les algorithmes et processus existants (reporting PowerBI)Documentation : Rédiger des rapports et des documentations techniques. Développement : de nouveaux outils informatiques internes ou des robots pour faciliter le quotidienDéploiement : suivi des risques, plans d'actions, mise en place d'indicateurs, construction et mise en œuvre du plan de conduite du changement en phase avec la stratégieAdministrer les systèmes d'informations : gestion paramétrage, portage des évolutionsVous participerez également à des projets variés pour répondre aux besoins des différents services de l'entreprise.",https://candidat.francetravail.fr/offres/recherche/detail/0677012,France Travail,04,Garde,Junior
0667417,Senior Data Scientist - Spécialiste IA H/F,Non renseigné,63 - Clermont-Ferrand,63000,CDI,CDI,Débutant accepté,2026-03-24 17:33:18+00:00,2026-04-01 04:30:23+00:00,"Nous cherchons à renforcer nos équipes sur Lyon. Votre rôle en tant que Data Scientist Senior - Spécialiste IA sera de réaliser&nbsp;la conception et le développement des solutions innovantes combinant data, intelligence artificielle, technologies embarquées et réseaux de services.&nbsp;Vous interviendrez de la conception à l'industrialisation, au cœur d'une équipe pluridisciplinaire en lien direct avec les équipes produit, tech et métier. Pour ceci, vos missions sont les suivantes :&nbsp;Développement de solutions IA Concevoir et développer des modèles et systèmes IA à forte valeur métier :gestion du risque opérationneloptimisation énergétiquemaintenance prédictiveMettre en production des solutions robustes (scalabilité, monitoring, performance) IA générative &amp; LLM Structurer les usages autour des LLM (RAG, fine-tuning, évaluation)Définir et diffuser les bonnes pratiques (prompting, sécurité, gouvernance)Rédiger et valider les spécifications techniques Systèmes agents Concevoir des architectures agentiques adaptées aux cas d'usageÉvaluer et sélectionner les frameworks (LangChain, LlamaIndex, etc.)Définir les critères d'usage et les limites (coût, latence, fiabilité) Vision &amp; innovation Contribuer à la roadmap IA et aux orientations stratégiquesMener une veille active (GenAI, VLM, agents, edge AI)Explorer et prototyper de nouveaux sujets (R&amp;D) Collaboration &amp; écosystème Travailler avec les équipes internes (produit, engineering, opérations)Interagir avec partenaires technologiques, startups et académiquesAccompagner les utilisateurs finaux dans l'adoption des solutions Industrialisation Garantir la continuité du cycle de vie : POC → MVP → production → déploiementAssurer l'intégration des solutions dans les environnements existants",https://candidat.francetravail.fr/offres/recherche/detail/0667417,France Travail,63,Clermont-Ferrand,Junior
